",title,ticket_price,Day of the Week,Theater Type"
"3014,The Dead Zone,449.82,Weekend,multiplex"
"3015,Sinister 2,519.08,Weekday,single screen"
"3016,Sparkle,501.41,Weekend,multiplex"
"3017,Valentine,580.46,Weekend,multiplex"
"3018,The Fourth Kind,367.97,Weekend,single screen"
"3019,A Prairie Home Companion,344.25,Weekday,single screen"
"3020,Sugar Hill,300.94,Weekend,single screen"
"3021,Invasion U.S.A.,176.85,Weekday,single screen"
"3022,Roll Bounce,386.3,Weekday,single screen"
"3023,Rushmore,238.51,Weekday,multiplex"
"3024,Skyline,560.65,Weekday,multiplex"
"3025,The Second Best Exotic Marigold Hotel,391.6,Weekday,single screen"
"3026,Kit Kittredge: An American Girl,396.42,Weekday,single screen"
"3027,The Perfect Man,277.46,Weekend,single screen"
"3028,Mo' Better Blues,125.99,Weekday,multiplex"
"3029,Kung Pow: Enter the Fist,115.87,Weekend,single screen"
"3030,Tremors,311.67,Weekend,single screen"
"3031,Wrong Turn,142.28,Weekday,multiplex"
"3032,The Long Riders,403.42,Weekend,multiplex"
"3033,The Corruptor,540.49,Weekend,single screen"
"3034,Mud,541.46,Weekend,single screen"
"3035,Reno 911!: Miami,429.52,Weekend,single screen"
"3036,One Direction: This Is Us,205.62,Weekday,multiplex"
"3037,""The Goods: Live Hard, Sell Hard"",531.5,Weekend,single screen"
"3038,Hey Arnold! The Movie,543.05,Weekday,single screen"
"3039,My Week with Marilyn,198.33,Weekend,single screen"
"3040,The Matador,468.71,Weekend,multiplex"
"3041,Love Jones,243.26,Weekday,multiplex"
"3042,The Gift,501.32,Weekend,single screen"
"3043,End of the Spear,598.62,Weekend,single screen"
"3044,Get Over It,115.01,Weekend,multiplex"
"3045,Office Space,548.68,Weekday,multiplex"
"3046,Drop Dead Gorgeous,411.32,Weekend,multiplex"
"3047,Big Eyes,586.69,Weekday,multiplex"
"3048,Very Bad Things,332.5,Weekend,multiplex"
"3049,Sleepover,523.69,Weekday,multiplex"
"3050,Body Double,131.2,Weekday,multiplex"
"3051,MacGruber,267.64,Weekend,multiplex"
"3052,Dirty Pretty Things,133.51,Weekend,multiplex"
"3053,Movie 43,587.67,Weekday,single screen"
"3054,Over Her Dead Body,508.49,Weekday,single screen"
"3055,Seeking a Friend for the End of the World,526.27,Weekend,single screen"
"3056,Cedar Rapids,568.98,Weekday,multiplex"
"3057,American History X,142.55,Weekend,single screen"
"3058,The Collection,292.8,Weekend,multiplex"
"3059,Teacher's Pet,135.52,Weekend,multiplex"
"3060,The Red Violin,205.4,Weekend,single screen"
"3061,The Straight Story,214.68,Weekday,multiplex"
"3062,Deuces Wild,334.55,Weekend,single screen"
"3063,Bad Words,234.28,Weekday,single screen"
"3064,""Run, Fatboy, Run"",150.49,Weekend,single screen"
"3065,Heartbeeps,183.75,Weekday,multiplex"
"3066,Black or White,173.64,Weekend,single screen"
"3067,On the Line,586.54,Weekday,multiplex"
"3068,Rescue Dawn,479.65,Weekday,single screen"
"3069,Danny Collins,583.88,Weekend,single screen"
"3070,""Jeff, Who Lives at Home"",319.87,Weekend,single screen"
"3071,I Am Love,239.18,Weekend,multiplex"
"3072,Atlas Shrugged Part II,499.15,Weekend,multiplex"
"3073,Romeo Is Bleeding,263.13,Weekday,multiplex"
"3074,The Limey,249.69,Weekend,single screen"
"3075,Crash,216.25,Weekday,single screen"
"3076,The House of Mirth,164.84,Weekday,multiplex"
"3077,Malone,228.23,Weekend,multiplex"
"3078,Peaceful Warrior,277.66,Weekday,multiplex"
"3079,Bucky Larson: Born to Be a Star,437.0,Weekday,multiplex"
"3080,Bamboozled,131.28,Weekday,multiplex"
"3081,The Forest,205.25,Weekday,multiplex"
"3082,Sphinx,504.51,Weekend,single screen"
"3083,While We're Young,173.46,Weekend,multiplex"
"3084,A Better Life,271.32,Weekend,single screen"
"3085,Spider,532.33,Weekend,single screen"
"3086,Gun Shy,177.46,Weekday,multiplex"
"3087,Nicholas Nickleby,141.37,Weekday,multiplex"
"3088,The Iceman,342.27,Weekend,single screen"
"3089,Krrish,251.21,Weekend,multiplex"
"3090,Cecil B. Demented,381.7,Weekend,multiplex"
"3091,Killer Joe,501.9,Weekday,single screen"
"3092,The Joneses,168.57,Weekend,single screen"
"3093,Owning Mahowny,390.35,Weekend,single screen"
"3094,The Brothers Solomon,352.75,Weekend,multiplex"
"3095,My Blueberry Nights,172.04,Weekday,single screen"
"3096,Illuminata,412.0,Weekday,multiplex"
"3097,Swept Away,236.82,Weekday,single screen"
"3098,""War, Inc."",343.92,Weekday,single screen"
"3099,Shaolin Soccer,141.14,Weekday,single screen"
"3100,The Brown Bunny,329.79,Weekday,multiplex"
"3101,The Swindle,253.23,Weekday,multiplex"
"3102,Rosewater,511.19,Weekday,single screen"
"3103,The Chambermaid on the Titanic,128.49,Weekend,single screen"
"3104,Coriolanus,309.3,Weekend,single screen"
"3105,Imaginary Heroes,329.22,Weekday,multiplex"
"3106,High Heels and Low Lifes,462.5,Weekday,single screen"
"3107,World's Greatest Dad,387.14,Weekend,multiplex"
"3108,Severance,433.61,Weekday,single screen"
"3109,Edmond,488.52,Weekday,single screen"
"3110,Welcome to the Rileys,531.1,Weekday,single screen"
"3111,Police Academy: Mission to Moscow,256.94,Weekend,single screen"
"3112,Blood Done Sign My Name,369.01,Weekend,single screen"
"3113,Cinco de Mayo: La Batalla,520.05,Weekend,single screen"
"3114,Elsa & Fred,594.73,Weekend,multiplex"
"3115,""An Alan Smithee Film: Burn, Hollywood, Burn"",544.76,Weekend,single screen"
"3116,The Open Road,285.73,Weekday,multiplex"
"3117,The Good Guy,197.58,Weekend,single screen"
"3118,Motherhood,344.7,Weekday,single screen"
"3119,Free Style,470.82,Weekday,multiplex"
"3120,Strangerland,346.28,Weekend,single screen"
"3121,Janky Promoters,341.59,Weekend,multiplex"
"3122,Blonde Ambition,519.12,Weekday,multiplex"
"3123,The Oxford Murders,280.7,Weekday,single screen"
"3124,The Reef,529.9,Weekday,multiplex"
"3125,Eulogy,303.4,Weekend,multiplex"
"3126,White Noise 2: The Light,264.12,Weekend,single screen"
"3127,Beat the World,326.99,Weekend,multiplex"
"3128,Fifty Dead Men Walking,481.22,Weekend,single screen"
"3129,Jungle Shuffle,163.0,Weekend,single screen"
"3130,Adam Resurrected,198.21,Weekday,single screen"
"3131,Of Horses and Men,575.72,Weekend,single screen"
"3132,It's a Wonderful Afterlife,187.75,Weekday,multiplex"
"3133,The Devil's Tomb,383.86,Weekday,single screen"
"3134,Partition,389.66,Weekday,single screen"
"3135,Good Intentions,344.81,Weekend,multiplex"
"3136,""The Good, The Bad, The Weird"",422.37,Weekend,single screen"
"3137,Nurse 3-D,214.91,Weekend,single screen"
"3138,Gunless,376.33,Weekday,multiplex"
"3139,Adventureland,286.09,Weekday,multiplex"
"3140,The Lost City,430.83,Weekday,multiplex"
"3141,Next Friday,170.61,Weekday,multiplex"
"3142,American Heist,385.44,Weekday,multiplex"
"3143,You Only Live Twice,192.64,Weekday,multiplex"
"3144,Plastic,239.32,Weekend,multiplex"
"3145,Amour,209.35,Weekend,single screen"
"3146,Poltergeist III,191.42,Weekend,multiplex"
"3147,Re-Kill,512.86,Weekend,multiplex"
"3148,""It's a Mad, Mad, Mad, Mad World"",242.85,Weekday,multiplex"
"3149,Volver,563.56,Weekday,single screen"
"3150,Heavy Metal,584.96,Weekend,single screen"
"3151,Gentlemen Broncos,385.63,Weekday,multiplex"
"3152,Richard III,171.5,Weekend,multiplex"
"3153,Into the Grizzly Maze,287.27,Weekend,multiplex"
"3154,Kites,498.87,Weekend,single screen"
"3155,Melancholia,283.7,Weekday,single screen"
"3156,Red Dog,143.51,Weekend,multiplex"
"3157,Jab Tak Hai Jaan,378.39,Weekend,single screen"
"3158,Alien,522.56,Weekend,multiplex"
"3159,The Texas Chain Saw Massacre,497.96,Weekday,single screen"
"3160,The Runaways,187.56,Weekday,single screen"
"3161,Fiddler on the Roof,436.38,Weekend,multiplex"
"3162,Thunderball,210.25,Weekday,multiplex"
"3163,Detention,209.1,Weekday,multiplex"
"3164,Loose Cannons,537.04,Weekday,multiplex"
"3165,Set It Off,224.83,Weekday,single screen"
"3166,The Best Man,231.62,Weekday,single screen"
"3167,Child's Play,100.33,Weekday,single screen"
"3168,Sicko,535.33,Weekday,multiplex"
"3169,The Purge: Anarchy,496.3,Weekday,single screen"
"3170,Down to You,413.66,Weekday,multiplex"
"3171,Harold & Kumar Go to White Castle,475.13,Weekday,single screen"
"3172,The Contender,176.02,Weekend,multiplex"
"3173,Boiler Room,329.16,Weekend,multiplex"
"3174,Trading Places,275.61,Weekday,single screen"
"3175,Black Christmas,146.89,Weekend,multiplex"
"3176,Breakin' All the Rules,343.07,Weekend,multiplex"
"3177,Henry V,560.37,Weekday,single screen"
"3178,The Savages,120.03,Weekday,multiplex"
"3179,Chasing Papi,245.73,Weekday,multiplex"
"3180,The Way of the Gun,203.77,Weekend,multiplex"
"3181,Igby Goes Down,219.07,Weekend,single screen"
"3182,PCU,554.22,Weekday,single screen"
"3183,The Ultimate Gift,334.03,Weekday,multiplex"
"3184,The Ice Pirates,333.15,Weekday,single screen"
"3185,Gracie,480.29,Weekend,multiplex"
"3186,Trust the Man,177.25,Weekend,multiplex"
"3187,Hamlet 2,343.63,Weekend,multiplex"
"3188,Velvet Goldmine,314.99,Weekend,multiplex"
"3189,The Wailing,398.46,Weekday,multiplex"
"3190,Glee: The Concert Movie,599.78,Weekday,single screen"
"3191,The Legend of Suriyothai,484.72,Weekday,multiplex"
"3192,Two Evil Eyes,298.93,Weekday,single screen"
"3193,Barbecue,513.78,Weekend,single screen"
"3194,All or Nothing,185.35,Weekend,multiplex"
"3195,Princess Kaiulani,115.23,Weekday,multiplex"
"3196,Opal Dream,202.22,Weekday,single screen"
"3197,Flame & Citron,270.21,Weekend,single screen"
"3198,Undiscovered,355.29,Weekday,single screen"
"3199,Red Riding: In the Year of Our Lord 1974,407.56,Weekend,multiplex"
"3200,The Girl on the Train,555.3,Weekday,single screen"
"3201,Veronika Decides to Die,354.93,Weekday,multiplex"
"3202,Crocodile Dundee,350.64,Weekday,multiplex"
"3203,""Ultramarines: A Warhammer 40,000 Movie"",125.12,Weekday,multiplex"
"3204,The I Inside,117.46,Weekday,single screen"
"3205,Beneath Hill 60,375.58,Weekday,multiplex"
"3206,Polisse,319.09,Weekday,multiplex"
"3207,Awake,519.59,Weekend,multiplex"
"3208,Star Wars: Clone Wars: Volume 1,180.34,Weekend,multiplex"
"3209,Skin Trade,112.49,Weekend,multiplex"
"3210,The Lost Boys,324.52,Weekend,single screen"
"3211,Crazy Heart,218.74,Weekend,multiplex"
"3212,The Rose,124.81,Weekday,multiplex"
"3213,Baggage Claim,462.3,Weekday,single screen"
"3214,Barbarella,155.8,Weekend,multiplex"
"3215,Shipwrecked,404.16,Weekday,single screen"
"3216,Election,240.52,Weekend,multiplex"
"3217,The Namesake,186.75,Weekend,single screen"
"3218,The DUFF,289.88,Weekday,single screen"
"3219,Glitter,500.72,Weekday,multiplex"
"3220,The Haunting in Connecticut 2: Ghosts of Georgia,296.05,Weekday,multiplex"
"3221,Silmido,475.38,Weekend,multiplex"
"3222,Bright Star,162.74,Weekday,single screen"
"3223,My Name Is Khan,486.39,Weekend,single screen"
"3224,All Is Lost,218.47,Weekend,single screen"
"3225,Limbo,438.7,Weekend,multiplex"
"3226,Namastey London,382.89,Weekday,single screen"
"3227,The Wind That Shakes the Barley,564.57,Weekday,single screen"
"3228,Yeh Jawaani Hai Deewani,293.66,Weekend,multiplex"
"3229,Quo Vadis,133.08,Weekday,single screen"
"3230,Repo! The Genetic Opera,109.58,Weekday,single screen"
"3231,Valley of the Wolves: Iraq,513.43,Weekday,multiplex"
"3232,Pulp Fiction,362.37,Weekend,single screen"
"3233,The Muppet Movie,487.62,Weekend,multiplex"
"3234,Nightcrawler,217.21,Weekday,multiplex"
"3235,Club Dread,272.54,Weekend,multiplex"
"3236,The Sound of Music,115.05,Weekday,multiplex"
"3237,Splash,580.75,Weekday,multiplex"
"3238,Little Miss Sunshine,433.93,Weekday,single screen"
"3239,Stand by Me,566.6,Weekday,single screen"
"3240,28 Days Later,232.75,Weekend,multiplex"
"3241,You Got Served,405.73,Weekend,multiplex"
"3242,Escape from Alcatraz,439.25,Weekend,single screen"
"3243,Brown Sugar,258.77,Weekday,multiplex"
"3244,A Thin Line Between Love and Hate,524.05,Weekday,multiplex"
"3245,50/50,573.58,Weekday,multiplex"
"3246,Shutter,542.43,Weekend,single screen"
"3247,That Awkward Moment,469.53,Weekday,single screen"
"3248,Modern Problems,238.73,Weekend,multiplex"
"3249,Kicks,240.81,Weekend,multiplex"
"3250,Much Ado About Nothing,581.68,Weekend,single screen"
"3251,On Her Majesty's Secret Service,105.14,Weekend,single screen"
"3252,New Nightmare,458.02,Weekend,multiplex"
"3253,Drive Me Crazy,453.12,Weekend,multiplex"
"3254,Akeelah and the Bee,411.34,Weekday,single screen"
"3255,Half Baked,595.05,Weekday,single screen"
"3256,New in Town,255.94,Weekend,single screen"
"3257,American Psycho,269.99,Weekend,multiplex"
"3258,The Good Girl,139.47,Weekday,single screen"
"3259,Bon Cop Bad Cop,321.4,Weekend,multiplex"
"3260,The Boondock Saints II: All Saints Day,230.52,Weekend,single screen"
"3261,The City of Your Final Destination,271.69,Weekday,single screen"
"3262,Enough Said,517.29,Weekend,single screen"
"3263,Easy A,567.74,Weekend,single screen"
"3264,The Inkwell,192.87,Weekend,multiplex"
"3265,Shadow of the Vampire,286.25,Weekday,multiplex"
"3266,Prom,564.32,Weekday,single screen"
"3267,The Pallbearer,130.9,Weekday,multiplex"
"3268,Held Up,146.18,Weekend,single screen"
"3269,Woman on Top,181.4,Weekend,single screen"
"3270,Howards End,397.61,Weekday,single screen"
"3271,Anomalisa,175.24,Weekend,single screen"
"3272,Another Year,584.04,Weekend,multiplex"
"3273,8 Women,323.36,Weekend,single screen"
"3274,Showdown in Little Tokyo,350.76,Weekend,single screen"
"3275,Clay Pigeons,223.33,Weekend,multiplex"
"3276,It's Kind of a Funny Story,335.48,Weekday,single screen"
"3277,Made in Dagenham,430.96,Weekend,single screen"
"3278,When Did You Last See Your Father?,475.59,Weekday,single screen"
"3279,Prefontaine,476.93,Weekend,multiplex"
"3280,The Wicked Lady,388.95,Weekday,single screen"
"3281,The Secret of Kells,552.18,Weekend,multiplex"
"3282,Begin Again,508.7,Weekday,single screen"
"3283,Down in the Valley,478.52,Weekend,single screen"
"3284,Brooklyn Rules,127.8,Weekday,multiplex"
"3285,Restless,103.44,Weekend,single screen"
"3286,The Singing Detective,206.22,Weekday,single screen"
"3287,The Land Girls,431.76,Weekend,multiplex"
"3288,Fido,305.6,Weekday,multiplex"
"3289,The Wendell Baker Story,301.2,Weekday,multiplex"
"3290,Wild Target,542.29,Weekend,multiplex"
"3291,Pathology,547.78,Weekend,multiplex"
"3292,Wuthering Heights,554.59,Weekday,single screen"
"3293,10th & Wolf,256.94,Weekend,multiplex"
"3294,Dear Wendy,445.53,Weekday,single screen"
"3295,Aloft,235.82,Weekday,single screen"
"3296,Akira,195.3,Weekday,single screen"
"3297,The Death and Life of Bobby Z,192.32,Weekend,multiplex"
"3298,The Rocket: The Legend of Rocket Richard,271.05,Weekday,multiplex"
"3299,Swelter,314.98,Weekday,single screen"
"3300,My Lucky Star,515.47,Weekend,multiplex"
"3301,Imagine Me & You,159.95,Weekend,multiplex"
"3302,Mr. Church,467.46,Weekend,multiplex"
"3303,Swimming Pool,365.73,Weekend,multiplex"
"3304,Green Street Hooligans: Underground,243.97,Weekday,single screen"
"3305,The Blood of Heroes,346.41,Weekday,single screen"
"3306,Code of Honor,249.97,Weekday,multiplex"
"3307,Driving Miss Daisy,398.04,Weekday,single screen"
"3308,Soul Food,316.92,Weekend,multiplex"
"3309,Rumble in the Bronx,182.2,Weekday,multiplex"
"3310,Far from Men,158.29,Weekday,single screen"
"3311,Thank You for Smoking,373.35,Weekend,single screen"
"3312,Hostel: Part II,551.21,Weekday,single screen"
"3313,An Education,271.98,Weekday,multiplex"
"3314,Shopgirl,466.5,Weekday,single screen"
"3315,The Hotel New Hampshire,429.33,Weekday,multiplex"
"3316,Narc,565.78,Weekday,single screen"
"3317,Men with Brooms,510.49,Weekday,single screen"
"3318,Witless Protection,383.3,Weekend,multiplex"
"3319,The Work and the Glory,428.52,Weekend,multiplex"
"3320,Extract,549.19,Weekday,multiplex"
"3321,Masked and Anonymous,299.76,Weekday,multiplex"
"3322,Betty Fisher and Other Stories,263.4,Weekend,multiplex"
"3323,Code 46,105.41,Weekday,multiplex"
"3324,Outside Bet,513.28,Weekday,multiplex"
"3325,Albert Nobbs,500.49,Weekday,multiplex"
"3326,Black November,152.23,Weekend,single screen"
"3327,Ta Ra Rum Pum,388.43,Weekday,multiplex"
"3328,Persepolis,331.99,Weekend,multiplex"
"3329,The Hole,159.35,Weekday,single screen"
"3330,The Wave,590.28,Weekend,multiplex"
"3331,The Neon Demon,207.35,Weekend,single screen"
"3332,Harry Brown,133.62,Weekday,single screen"
"3333,The Omega Code,397.42,Weekend,multiplex"
"3334,Juno,469.43,Weekday,single screen"
"3335,Pound of Flesh,116.22,Weekend,multiplex"
"3336,Diamonds Are Forever,429.36,Weekday,single screen"
"3337,The Godfather,366.15,Weekday,single screen"
"3338,Flashdance,151.63,Weekend,single screen"
"3339,(500) Days of Summer,186.26,Weekday,multiplex"
"3340,The Piano,383.99,Weekday,multiplex"
"3341,Magic Mike,248.18,Weekend,single screen"
"3342,Darkness Falls,569.16,Weekday,single screen"
"3343,Live and Let Die,509.37,Weekday,multiplex"
"3344,My Dog Skip,591.78,Weekend,multiplex"
"3345,""Definitely, Maybe"",229.84,Weekend,single screen"
"3346,Jumping the Broom,584.86,Weekday,single screen"
"3347,""Good Night, and Good Luck."",315.62,Weekday,multiplex"
"3348,Capote,273.76,Weekend,multiplex"
"3349,Desperado,125.17,Weekend,multiplex"
"3350,Logan's Run,126.38,Weekday,multiplex"
"3351,The Man with the Golden Gun,446.01,Weekend,multiplex"
"3352,Action Jackson,328.96,Weekday,single screen"
"3353,The Descent,213.26,Weekday,multiplex"
"3354,Michael Jordan to the Max,406.99,Weekday,single screen"
"3355,Devil's Due,226.43,Weekday,multiplex"
"3356,Flirting with Disaster,388.82,Weekday,single screen"
"3357,The Devil's Rejects,279.6,Weekend,multiplex"
"3358,Dope,511.78,Weekend,multiplex"
"3359,In Too Deep,510.35,Weekend,single screen"
"3360,House of 1000 Corpses,338.68,Weekend,single screen"
"3361,Alien Zone,275.41,Weekday,multiplex"
"3362,A Serious Man,281.28,Weekday,multiplex"
"3363,Get Low,502.86,Weekday,multiplex"
"3364,Warlock,264.09,Weekday,multiplex"
"3365,Beyond the Lights,204.53,Weekend,multiplex"
"3366,A Single Man,142.34,Weekday,single screen"
"3367,The Last Temptation of Christ,333.35,Weekday,single screen"
"3368,Outside Providence,341.07,Weekend,multiplex"
"3369,Bride & Prejudice,520.45,Weekend,single screen"
"3370,Rabbit-Proof Fence,210.62,Weekend,single screen"
"3371,Who's Your Caddy?,290.5,Weekend,single screen"
"3372,Split Second,504.2,Weekday,multiplex"
"3373,The Other Side of Heaven,511.81,Weekday,single screen"
"3374,Veer-Zaara,292.31,Weekend,multiplex"
"3375,Redbelt,329.56,Weekday,single screen"
"3376,Cyrus,251.64,Weekday,multiplex"
"3377,A Dog Of Flanders,566.28,Weekday,single screen"
"3378,Auto Focus,159.32,Weekend,multiplex"
"3379,Factory Girl,566.87,Weekday,multiplex"
"3380,We Need to Talk About Kevin,441.93,Weekend,single screen"
